has_preamble,preamble_text,question,answer,subject,question_type,form,difficulty,subject_topic
No,,The magnitude of the angular velocity of an object rotating about a fixed axis changes steadily from $20 \mathrm{rad} / \mathrm{s}$ to $60 \mathrm{rad} / \mathrm{s} \ {\text {in }} 50 \mathrm{~s}$. Find the magnitude of the angular acceleration of the object.,"$0.8 \mathrm{rad} / \mathrm{s}^{2}$
$$
\alpha=\Delta \omega / \Delta t=0.8 \mathrm{rad} / \mathrm{s}^{2}
$$",Physics,1,NY,NY,NY
No,,The angular acceleration of an object rotating at $10 \mathrm{rad} / \mathrm{s}\ {\text {is }} \  5 \mathrm{rad} / \mathrm{s}^{2}$. Find the angular velocity of the object $20 \mathrm{~s}$ later if the angular acceleration remains constant.,"$110 \mathrm{rad} / \mathrm{s}$
$$
\omega=\omega_{0}+\alpha t=10 \mathrm{rad} / \mathrm{s}+5 \mathrm{rad} / \mathrm{s}^{2} \times 20 \mathrm{~s}=110 \mathrm{rad} / \mathrm{s}
$$",Physics,1,NY,NY,NY
No,,The angular acceleration of an object rotating at $50 \mathrm{rad} / \mathrm{s} \ {\text {is }} 5 \mathrm{rad} / \mathrm{s}^{2}$. Find the time it takes to attain an angular speed of $200 \mathrm{rad} / \mathrm{s}$ if the angular acceleration remains constant.,"$30 \mathrm{~s}$
$$
t=\left(\omega-\omega_{0}\right) / \alpha=150 \mathrm{rad} / \mathrm{s} \div 5 \mathrm{rad} / \mathrm{s}^{2}=30 \mathrm{~s}
$$",Physics,1,NY,NY,NY
No,,Which element has atoms of larger atomic radius: sodium and lithium?,Sodium,Chemistry,1,NY,NY,NY
No,,Which element has atoms of larger atomic radius: beryllium and boron?,Beryllium.,Chemistry,1,NY,NY,NY
No,,"Which has bigger radius, sodium atom or sodium +1 ion?",Sodium atom,Chemistry,1,NY,NY,NY
No,,Name the organ in mammals that is responsible for the conversion of glucose to glycogen.,Liver,Biology,1,NY,NY,NY
No,,Name the organ that detoxifies chemicals and metabolizes drugs.,Liver,Biology,1,NY,NY,NY
No,,"Name the organ that makes proteins which are important for blood clotting,",Liver,Biology,1,NY,NY,NY
Yes,Find the positive value of $\mathrm{x}$ if,$\log _{x} 9=2$,"$$
x=3 \quad\left[9=\mathrm{x}^{2}, \mathrm{x}=3\right]
$$",Mathematics,1,NY,NY,NY
Yes,Find the positive value of $\mathrm{x}$ if,$\log _{x} 16=4$,"$$
x=2 \quad\left[16=x^{4}, x=2\right]
$$",Mathematics,1,NY,NY,NY
Yes,Find the positive value of $\mathrm{x}$ if,$\log _{x} 5=2$,"$$
x=\sqrt{ } 5
$$",Mathematics,1,NY,NY,NY
Yes,The specific latent heat of vaporization of water is $2300 \mathrm{~kJ} \mathrm{~kg}^{-1}$ and the specific heat capacity of water is $4200 \mathrm{~J} \mathrm{~kg}^{-1} \mathrm{~K}^{-1}$.,Find the thermal energy rejected by $5 \mathrm{~kg}$ of steam when it just condenses to water.,$11500 \mathrm{~kJ}=11.5 \mathrm{MJ}$,Physics,1,NY,NY,NY
Yes,The specific latent heat of vaporization of water is $2300 \mathrm{~kJ} \mathrm{~kg}^{-1}$ and the specific heat capacity of water is $4200 \mathrm{~J} \mathrm{~kg}^{-1} \mathrm{~K}^{-1}$.,Find the thermal energy required to just convert $20 \mathrm{~kg}$ of water at its boiling point into steam.,$46000 \mathrm{~kJ}=46 \mathrm{MJ}$,Physics,1,NY,NY,NY
Yes,The specific latent heat of vaporization of water is $2300 \mathrm{~kJ} \mathrm{~kg}^{-1}$ and the specific heat capacity of water is $4200 \mathrm{~J} \mathrm{~kg}^{-1} \mathrm{~K}^{-1}$.,Find the quantity of steam that can be produced by injecting $115 \mathrm{MJ}$ of thermal energy into a large reservoir of water at its boiling point.,$50 \mathrm{~kg}$,Physics,1,NY,NY,NY
No,,"Metallic sodium is made to react with chlorine gas to give solid sodium chloride. If $11.5 \mathrm{~g}$ of sodium produces $26.325 \mathrm{~g}$ of sodium chloride, what is the percentage yield?","$$
\begin{aligned}
& \mathrm{Na}=23.0, \mathrm{Cl}=35.5 \\
\quad \mathrm{Na}+\frac{1}{2} \mathrm{Cl}_{2} \rightarrow \quad \mathrm{NaCl} \\
& 23 \quad 35.5 \quad 58.5 \\
& 23 \mathrm{~g} \mathrm{Na} \quad \equiv \quad 58.5 \mathrm{~g} \mathrm{NaCl} \\
& 11.5=29.25 \mathrm{~g} \mathrm{NaCl} \\
& \text { Therefore, \%yield }=\quad 26.325 / 29.25 * 100=90 \%
\end{aligned}
$$",Chemistry,1,NY,NY,NY
No,,"If $24 \mathrm{~g}$ of magnesium burns in excess nitrogen gas to give $26.64 \mathrm{~g}$ of magnesium nitride, calculate the percentage yield of the preparation.","$$
\begin{aligned}
& \mathrm{Mg}=24.0, \quad \mathrm{~N}=14.0 \\
& 6 \mathrm{Mg} \quad+\quad 2 \mathrm{~N}_{2} \quad \rightarrow \quad 2 \mathrm{Mg}_{3} \mathrm{~N}_{2} \\
& 6 * 24 \mathrm{~g} \quad \mathrm{Mg} \equiv 2 *(72+28) \mathrm{g} \quad \mathrm{Mg}_{3} \mathrm{~N}_{2} \\
& \text { Therefore, } 24 \mathrm{Mg} \equiv 1 / 3 * 100=33.3 \mathrm{~g} \mathrm{Mg}_{3} \mathrm{~N}_{2} \\
& \text { Therefore \%yield }=\quad 26.64 / 33.3 * 100=\quad 80 \%
\end{aligned}
$$",Chemistry,1,NY,NY,NY
No,,$6.0 \mathrm{~g}$ of graphite burns in excess air to give $8.96 \mathrm{dm}^{3}$ of carbon (IV) oxide at S.T.P. Calculate the percentage yield of the preparation.,"$$
\begin{aligned}
& \mathrm{C}=12.0, \mathrm{O}=16.0, \text { Molar volume of a gas at } \mathrm{STP}=22.4 \mathrm{dm}^{3} \\
& \mathrm{C}+\mathrm{O}_{2} \rightarrow \mathrm{CO}_{2} \\
& 12 \mathrm{~g} \\
& 12 \mathrm{~g} \mathrm{C}^{2} \quad 22.4 \mathrm{dm}^{3} \mathrm{CO}_{2} \text { at } \mathrm{STP} \\
& 6 \mathrm{~g} \mathrm{C} \equiv 11.2 \mathrm{dm}^{3} \mathrm{CO}_{2} \text { at STP } \\
& \text { Therefore } \% \text { yield }=8.96 / 11.2 * 100=80 \%
\end{aligned}
$$",Chemistry,1,NY,NY,NY
Yes,Name the main agents of pollination of the following plants.,Tridax,Insects,Biology,1,NY,NY,NY
Yes,Name the main agents of pollination of the following plants.,Maize,Wind,Biology,1,NY,NY,NY
Yes,Name the main agents of pollination of the following plants.,Pawpaw,Insects,Biology,1,NY,NY,NY
Yes,Simplify the expression with positive exponents (assume a $>0$ ),$\left(\mathrm{x}^{\mathrm{a}-1}\right)^{3}\left(\mathrm{x}^{\mathrm{a}-4}\right)^{-2}$,$\mathrm{x}^{\mathrm{a}+5} \quad\left[\mathrm{x}^{3 \mathrm{a}-3} \mathrm{x}^{8-2 \mathrm{a}}=\mathrm{x}^{\mathrm{a}+5}\right]$,Mathematics,1,NY,NY,NY
Yes,Simplify the expression with positive exponents (assume a $>0$ ),$\left(x^{-4} y^{3}\right)\left(x^{6} y^{-5}\right)$,$x^{2} / y^{2} \quad\left[x^{6-4} y^{3-5}=x^{2} y^{-2}=x^{2} / y^{2}\right]$,Mathematics,1,NY,NY,NY
Yes,Simplify the expression with positive exponents (assume a $>0$ ),$\left(x^{-5} y^{2}\right)\left(x^{3} y^{-2}\right)$,$1 / \mathrm{x}^{2} \quad\left[\mathrm{x}^{-5+3} \mathrm{y}^{2-2}=\mathrm{x}^{-2}=1 / \mathrm{x}^{2}\right]$,Mathematics,1,NY,NY,NY
Yes,A cyclic heat engine absorbs $50 \mathrm{~kJ}$ of thermal energy and does $5 \mathrm{~kJ}$ of work in one cycle.,Find the energy wasted by the engine.,$45 \mathrm{~kJ}$,Chemistry,1,NY,NY,NY
Yes,A cyclic heat engine absorbs $50 \mathrm{~kJ}$ of thermal energy and does $5 \mathrm{~kJ}$ of work in one cycle.,Determine the thermal efficiency of the engine.,$10 \%$,Chemistry,1,NY,NY,NY
Yes,A cyclic heat engine absorbs $50 \mathrm{~kJ}$ of thermal energy and does $5 \mathrm{~kJ}$ of work in one cycle.,Find the change in internal energy of the working substance of the engine when it completes a cycle.,0,Chemistry,1,NY,NY,NY
No,,Two groups of fungi are considered as the largest and the most advanced. Name any one of them.,Ascomycota / Basidiomycota,Biology,1,NY,NY,NY
No,,What name is given to the flexible outer region of cytoplasm that gives members of the phylum ciliophora a definite shape?,Pellicle,Biology,1,NY,NY,NY
No,,What name is given to the filaments that anchor bryophytes to their substratum?,Rhizoids,Biology,1,NY,NY,NY
Yes,Find the first four terms of the sequence whose general term $U_{n}$ is given by:,$U_{n}=n /(2 n-1)$,"$1,2 / 3,3 / 5,4 / 7 \quad\left[\mathrm{U}_{1}=1 / 1, \mathrm{U}_{2}=2 /(4-1)=, 2 / 3 \quad \mathrm{U}_{3}=3 /(6-1), \mathrm{U}_{4}=4 /(8-1)\right]$",Mathematics,1,NY,NY,NY
Yes,Find the first four terms of the sequence whose general term $U_{n}$ is given by:,$U_{n}=2^{\mathrm{n}}$,"$2,4,8,16 \quad\left[\mathrm{U}_{1}=2, \mathrm{U}_{2}=2^{2}=4, \mathrm{U}_{3}=2^{3}=8, \mathrm{U}_{4}=24=16\right]$",Mathematics,1,NY,NY,NY
Yes,Find the first four terms of the sequence whose general term $U_{n}$ is given by:,$\mathrm{U}_{\mathrm{n}}=3 \mathrm{n}-3$,"$0,3,6,9 \quad\left[\mathrm{U}_{1}=0, \mathrm{U}_{2}=6-3=3, \mathrm{U}_{3}=9-3=6, \mathrm{U}_{4}=12-3=9\right.$",Mathematics,1,NY,NY,NY
Yes,"A constant $100 \mathrm{~N}$ force acts for $5 s$ on an object initially at rest, resulting in a speed of $20 \mathrm{~m} / \mathrm{s}$.",What is the acceleration produced by the force?,"$4 m / \mathrm{s}^{2}$
$$
a=v / t=4 m / s^{2}
$$",Physics,1,NY,NY,NY
Yes,"A constant $100 \mathrm{~N}$ force acts for $5 s$ on an object initially at rest, resulting in a speed of $20 \mathrm{~m} / \mathrm{s}$.",What is the mass of the object?,"$25 \mathrm{~kg}$
$$
m=F / a=25 \mathrm{~kg}
$$",Physics,1,NY,NY,NY
Yes,"A constant $100 \mathrm{~N}$ force acts for $5 s$ on an object initially at rest, resulting in a speed of $20 \mathrm{~m} / \mathrm{s}$.",Find the change in linear momentum of the object in the last second.,$\quad 100 \mathrm{Ns}=100 \mathrm{~kg} \mathrm{~m} / \mathrm{s}$,Physics,1,NY,NY,NY
No,,How many sub-shells are present at the third energy level of atoms?,"$\quad 3, \quad \mathrm{~s}, \mathrm{p}$ and $\mathrm{d}$",Chemistry,1,NY,NY,NY
No,,How many orbitals are present in any $\mathrm{p}-$ subshell?,"$3 . \quad \mathrm{p}_{\mathrm{x}}, \mathrm{p}_{\mathrm{y}}$, and $\mathrm{p}_{\mathrm{z}}$",Chemistry,1,NY,NY,NY
No,,How many electrons can the d-subshell accommodate?,10 electrons,Chemistry,1,NY,NY,NY
No,,Name one of the basic mechanisms each by which movement across the cell surface membrane occur.,"a) Diffusion
b) Osmosis
c) Active Transport
d) Endocytosis
e) Exocytosis",Chemistry,1,NY,NY,NY
Yes,Find the first three terms in the binomial expansion in ascending powers of $\mathrm{x}$.,$(1+2 \mathrm{x})^{4}$,"$1+8 \mathrm{x}+24 \mathrm{x}^{2}$
$$
\left[1+4(2 x)+6(2 x)^{2}+\ldots=1+8 x+24 x^{2}\right]
$$",Mathematics,1,NY,NY,NY
Yes,Find the first three terms in the binomial expansion in ascending powers of $\mathrm{x}$.,$(1-3 x)^{3}$,"$1-9 x+27 \mathrm{x}^{2}$
$$
\left[1+3(-3 x)+3(-3 x)^{2}+\ldots=1-9 x+27 x^{2}\right]
$$",Mathematics,1,NY,NY,NY
Yes,Find the first three terms in the binomial expansion in ascending powers of $\mathrm{x}$.,$(1+2 \mathrm{x})^{5}$,"$1+10 \mathrm{x}+40 \mathrm{x}^{2}$
$\left[1+5(2 \mathrm{x})+10(2 \mathrm{x})^{2}+\ldots=1+10 \mathrm{x}+40 \mathrm{x}^{2}\right]$",Mathematics,1,NY,NY,NY
Yes,Determine the single letter represented by $X$ and name the particle whose symbol is given.,$_{0}^{1} X$,$X=n$; Neutron,Chemistry,1,NY,NY,NY
Yes,Determine the single letter represented by $X$ and name the particle whose symbol is given.,$_{1}^{1} X$,$X=p ;$ Proton,Chemistry,1,NY,NY,NY
Yes,Determine the single letter represented by $X$ and name the particle whose symbol is given.,$_{2}^{4} X$,$X=\alpha$; Alpha particle (or helium nucleus),Chemistry,1,NY,NY,NY
No,,Almost all sodium is made by electrolysis of molten sodium chloride. Name the product that may be harvested at the anode.,Chlorine gas.,Chemistry,1,NY,NY,NY
No,,Some calcium chloride is added to the molten sodium chloride. What do you think is the reason for this addition?,To serve as solute/impurity and lower the melting point of the sodium chloride.,Chemistry,1,NY,NY,NY
No,,The anode is graphite while the cathode is steel. Why is the anode not steel just like the cathode?,The chlorine liberated at the anode will react with the steel.,Chemistry,1,NY,NY,NY
No,,Which of the cells that constitute the xylem tissue is most efficient in conducting water and mineral salts?,Vessel element,Biology,1,NY,NY,NY
No,,Which of the cells that constitute the phloem tissue is most efficient in conducting synthesized carbohydrates?,Sieve tube element,Biology,1,NY,NY,NY
No,,Name the most efficient supportive cell in the xylem.,Tracheids,Biology,1,NY,NY,NY
Yes,Evaluate the trigonometric expression. (You may leave answer as a surd),$\sin 240^{\circ}$,"$-(\sqrt{3}) / 2$
$[\sin 240=\sin (180+60)=-\sin 60=-(\sqrt{3}) / 2]$",Mathematics,1,NY,NY,NY
Yes,Evaluate the trigonometric expression. (You may leave answer as a surd),$\cos \left(420^{\circ}\right)$,$1 / 2 \quad[\cos (420)=\cos (360+60)=\cos 60=1 / 2]$,Mathematics,1,NY,NY,NY
Yes,Evaluate the trigonometric expression. (You may leave answer as a surd),$\tan 210^{\circ}$,"$(1 / \sqrt{ } 3)$
$[\tan (210)=\tan (180+30)=\tan 30=1 / \sqrt{ } 3]]$",Mathematics,1,NY,NY,NY
Yes,An object $2 \mathrm{~cm}$ high stands on the principal axis of a concave mirror whose focal length is $10 \mathrm{~cm}$. The object is $15 \mathrm{~cm}$ from the mirror.,Find the distance of the image from the mirror.,"$30 \mathrm{~cm}$
$$
v=u f /(u-f)=15 \mathrm{~cm} \times 10 \mathrm{~cm} \div(15 \mathrm{~cm}-10 \mathrm{~cm})=30 \mathrm{~cm}
$$",Physics,1,NY,NY,NY
Yes,An object $2 \mathrm{~cm}$ high stands on the principal axis of a concave mirror whose focal length is $10 \mathrm{~cm}$. The object is $15 \mathrm{~cm}$ from the mirror.,Find the height of the image.,"$4 \mathrm{~cm}$
$$
h_{I}=h_{u} v / u=2 \mathrm{~cm} \times 30 \mathrm{~cm} \div 15 \mathrm{~cm}=4 \mathrm{~cm}
$$",Physics,1,NY,NY,NY
Yes,An object $2 \mathrm{~cm}$ high stands on the principal axis of a concave mirror whose focal length is $10 \mathrm{~cm}$. The object is $15 \mathrm{~cm}$ from the mirror.,Find the distance between the image and the centre of curvature of the mirror.,"$10 \mathrm{~cm}$
$$
v-2 \mathrm{f}=30 \mathrm{~cm}-20 \mathrm{~cm}=10 \mathrm{~cm}
$$",Physics,1,NY,NY,NY
No,,Give the angle of hydrogen-carbon-hydrogen in methane.,$109.5^{\circ}$ (tetrahedral angle),Chemistry,1,NY,NY,NY
No,,"The $\mathrm{H}-\mathrm{O}-\mathrm{H}$ bond angle in water is one of the following, $109.5^{\circ}, 104.5^{\circ}$ and $120^{\circ}$, select the right one and give your reason.","$\quad 104.5^{\circ}$; Reason:- $\quad$ Orbitals on oxygen are $\mathrm{sp}^{3}$ hybridized. The two nonbonding orbitals carrying the lone pairs, repel each other and push the bonding orbitals closer together. Hence the final angle is smaller than the tetrahedral angle 109.5",Chemistry,1,NY,NY,NY
No,,"Describe the geometry or shape of the ethene molecule, indicating the position of the pi cloud.","The six atoms, $2 \mathrm{C}$ and $4 \mathrm{H}$ are all in the same plane, with the pi cloud extending above and below the plane.",Chemistry,1,NY,NY,NY
No,,"Name the hormone that is produced by the body when one is frightened, angry, or excited.",Adrenaline,Biology,1,NY,NY,NY
No,,Name the organ in vertebrates which is a glandular organ in the digestive system and the endocrine system.,The pancreas,Biology,1,NY,NY,NY
No,,"In humans, what is the exact location of the pancreas?",In the abdominal cavity / Behind the stomach,Biology,1,NY,NY,NY
Yes,Evaluate $\mathrm{x}$ if the degree measures of the angles of $\ldots$,"a quadrilateral are $\mathrm{x},(\mathrm{x}-30), 2 \mathrm{x}$, and $(\mathrm{x}+40)$","$x=70$
$[x+(x-30)+2 x+(x+40)=5 x+10=360,5 x=350, x=70]$",Mathematics,1,NY,NY,NY
Yes,Evaluate $\mathrm{x}$ if the degree measures of the angles of $\ldots$,"a pentagon are $\mathrm{x}, \mathrm{x}, 2 \mathrm{x}, 2 \mathrm{x}, 4 \mathrm{x}$","$x=54 \quad[x+x+2 x+2 x+4 x=10 x=540, x=54]$",Mathematics,1,NY,NY,NY
Yes,Evaluate $\mathrm{x}$ if the degree measures of the angles of $\ldots$,"a triangle are $(2 x+30),(x-10),(3 x+40)$","$x=20$
$$
[(2 \mathrm{x}+30)+(\mathrm{x}-10)+(3 \mathrm{x}+40)=6 \mathrm{x}+60=180,6 \mathrm{x}=120, \mathrm{x}=20]
$$",Mathematics,1,NY,NY,NY
No,,Find the work done by an ideal gas when it absorbs $20 \mathrm{~J}$ of heat and its internal energy decreases by $100 \mathrm{~J}$.,"$120 \mathrm{~J}$
$$
W=Q-U=20 J-(-100 J)=120 J
$$",Physics,1,NY,NY,NY
No,,Find the heat absorbed by an ideal gas when its internal energy increases by $180 \mathrm{~J}$ and it does $20 \mathrm{~J}$ of work.,"$\quad 200 \mathrm{~J}$
$$
Q=U+W=180 J+20 J=200 J
$$",Physics,1,NY,NY,NY
No,,Find the change in internal energy of an ideal gas when it absorbs $100 \mathrm{~J}$ of heat and does $20 \mathrm{~J}$ of work.,$\quad 80 \mathrm{~J}$,Physics,1,NY,NY,NY
No,,"$\mathrm{Cr}_{2} \mathrm{O}_{7}^{2-}$ ions in the presence of $\mathrm{H}^{+}$ions oxidize $\mathrm{SO}_{2}$ molecule to give $\mathrm{Cr}^{3+}$ ions, $\mathrm{SO}_{4}^{2-}$ ions and water. . Give me a balanced equation for the reaction.",$\quad \mathrm{Cr}_{2} \mathrm{O}_{7}{ }^{2-}+3 \mathrm{SO}_{2}+2 \mathrm{H}^{+} \rightarrow 2 \mathrm{Cr}^{3+}+3 \mathrm{SO}_{4}{ }^{2-}+\mathrm{H}_{2} \mathrm{O}$,Chemistry,1,NY,NY,NY
No,,"$\mathrm{Fe}^{3+}$ ions in water oxidize $\mathrm{SO}_{3}^{2-}$ ions to give $\mathrm{Fe}^{2+}, \mathrm{SO}_{4}^{2-}$ and $\mathrm{H}^{+}$ions. . Give me a balanced equation for the redox reaction.",$2 \mathrm{Fe}^{3+}+\mathrm{SO}_{3}^{2-}+\mathrm{H}_{2} \mathrm{O} \rightarrow 2 \mathrm{Fe}^{2+}+\mathrm{SO}_{4}^{2-}+2 \mathrm{H}^{+}$.,Chemistry,1,NY,NY,NY
No,,"Manganese (IV) oxide dissolves in ice-cold concentrated $\mathrm{HCl}$ forming the complex ion, hexachloromanganate (IV) ion, protons and water. Give me a balanced equation for this reaction.",$\quad \mathrm{MnO}_{2}+6 \mathrm{MnCl}_{6}{ }^{2-}+2 \mathrm{H}^{+}+6 \mathrm{H}_{2} \mathrm{O}$,Chemistry,1,NY,NY,NY
No,,What are the units of the rate of a second order reaction?,Concentration/second (conc. $\mathrm{s}^{-1}$ ) e.g. $\mathrm{moldm}^{-3} \mathrm{~s}^{-1}$,Physics,1,NY,NY,NY
No,,What are the units of the rate constant of a second order reaction?,$\quad(\text { Concentration })^{-1}(\text { second })^{-1} \quad\left[\left(\right.\right.$ conc. $\left.^{-1} \mathrm{~s}^{-1}\right) \quad$ e.g. $\left.\quad \mathrm{mol}^{-1} \mathrm{dm}^{3} \mathrm{~s}^{-1}\right]$,Physics,1,NY,NY,NY
No,,By what factor will the rate of a second order reaction increase when the reactant concentration is trebled.,9 times. $\quad \mathrm{R}=\mathrm{k}[3 \mathrm{~A}]^{2}$.,Physics,1,NY,NY,NY
Yes,Find $d y / d x$ from the given equation:,$y=x\left(x^{2}-3\right)$,"$d y / d x=3 x^{2}-3 \quad\left[y=x^{3}-3 x, d y / d x=3 x^{2}-3\right]$",Mathematics,1,NY,NY,NY
Yes,Find $d y / d x$ from the given equation:,$\mathrm{y}=\mathrm{x}^{2}\left(\mathrm{x}^{-1}+\mathrm{x}^{-2}\right)$,"$d y / d x=1 \quad[y=x+1, d y / d x=1]$",Mathematics,1,NY,NY,NY
Yes,Find $d y / d x$ from the given equation:,$y=\mathrm{x}^{2}-\mathrm{x}^{-2}$,$d y / d x=2 x+2 x^{-3}$,Mathematics,1,NY,NY,NY
No,,What name is given to the fine tubular branching thread that forms the body structure of fungi?,Hyphae,Biology,1,NY,NY,NY
No,,What name is given to the cross walls that interrupt the protoplasm of fungal hyphae.,Septum / septa,Biology,1,NY,NY,NY
No,,What name is given to fungal hyphae that lack cross walls?,Aseptate hyphae/ non septate hyphae / ceonocytic hyphae,Biology,1,NY,NY,NY
Yes,The elementary charge is approximately $1.6 \times 10^{-19} \mathrm{C}$.,What is the number of excess protons on an object which carries a net charge of $8 p C$ ?,"$\quad 5 \times 10^{7}$
$$
N=Q / e=8 \times 10^{-12} C \div\left(1.6 \times 10^{-19} C\right)=5 \times 10^{7}
$$",Chemistry,1,NY,NY,NY
Yes,The elementary charge is approximately $1.6 \times 10^{-19} \mathrm{C}$.,Find the net charge on an object which carries $8 \times 10^{6}$ electrons in excess.,"$\quad-1.28 p C$
$$
Q=-N e=-8 \times 10^{6} \times 1.6 \times 10^{-19} C=-1.28 \times 10^{-12} C=-1.28 p C
$$
Please do not accept a positive result.",Chemistry,1,NY,NY,NY
Yes,The elementary charge is approximately $1.6 \times 10^{-19} \mathrm{C}$.,Find the net charge on an object which has lost $2 \times 10^{6}$ electrons.,"$\quad 0.32 p C=3.2 \times 10^{-13} C$
Please do not accept a negative result.",Chemistry,1,NY,NY,NY
No,,"Uranium-239, atomic number 92 , is unstable and decays to give a neptunium-239, atomic number. 93. What nuclear particle is emitted during the decay?",$\quad \beta$-particle $\quad\left({ }_{-1}^{0} \mathrm{e}\right)$.,Chemistry,1,NY,NY,NY
No,,"When uranium-239, atomic number 92 , is bombarded with deuterons, i.e. nuclei of deuterium, it captures one to give neptunium-238, atomic number 93 and some nuclear particles. What nuclear particles are emitted?","2 neutrons
$$
{ }_{92}^{238} \mathrm{U}+{ }_{1}^{2} \mathrm{H} \rightarrow \quad{ }_{93}^{238} \mathrm{~Np}+\quad 2{ }_{0} \mathrm{n}
$$",Chemistry,1,NY,NY,NY
No,,"If neptunium-238, atomic number 93 , undergoes $\beta$-decay, what are the atomic mass and atomic number of the new nuclide formed?","Atomic mass 238 , atomic number 94.
$$
{ }_{93}^{238} \mathrm{~Np} \quad \rightarrow \quad{ }_{94}^{238} \mathrm{X} \quad+\quad{ }^{0} \mathrm{C} \mathrm{e}
$$
$$
(\mathrm{X}=\text { plutonium })
$$",Chemistry,1,NY,NY,NY
Yes,Simplify by rationalizing the denominator:,$13 /(4-\sqrt{ } 3)$,$4+\sqrt{ } 3 \quad[13(4+\sqrt{ } 3) /(16-3)=4+\sqrt{ } 3]$,Mathematics,1,NY,NY,NY
Yes,Simplify by rationalizing the denominator:,$4 /(3+\sqrt{ } 5)$,$3-\sqrt{ } 5 \quad[4(3-\sqrt{ } 5) /(9-5)=3-\sqrt{ } 5]$,Mathematics,1,NY,NY,NY
Yes,Simplify by rationalizing the denominator:,$1 /(\sqrt{ } 3+\sqrt{ } 2)$,$\sqrt{ } 3-\sqrt{ } 2 \quad[(\sqrt{ } 3-\sqrt{ } 2) /(3-2)=\sqrt{ } 3-\sqrt{ } 2]$,Mathematics,1,NY,NY,NY
No,,Give one important function each of the cell membrane.,"a) They separate the content of cells from their external environment.
b) They control the exchange of materials such as nutrients and waste between the cell and the external environment.
c) They enable separate compartments to be formed inside the cells.
d) Specialized metabolic processes and take place in various compartments.
e) They act as receptor sites for recognizing hormones, neurotransmitters and other chemicals.
f) They prevent aqueous contents of the cells from escaping.",Biology,1,NY,NY,NY
Yes,Light is incident from air into a solid with refractive index 1.5.,Find the sine of the angle of incidence when the sine of the angle of refraction is 0.5 .,"$\quad 0.75$
$$
\sin i=n \sin r=1.5 \times 0.5=0.75
$$",Physics,1,NY,NY,NY
Yes,Light is incident from air into a solid with refractive index 1.5.,Find the sine of the angle of refraction when the sine of the angle of incidence is 0.6.,"$\quad 0.4$
$$
\sin r=\sin i / n=0.6 / 1.5=0.4
$$",Physics,1,NY,NY,NY
Yes,Light is incident from air into a solid with refractive index 1.5.,Find the sine of the angle of refraction when the sine of the angle of reflection is 0.3 .,"$\quad 0.2$
$$
\sin r=\sin i / n=0.3 / 1.5=0.2
$$",Physics,1,NY,NY,NY
No,,Name the first and the last steps of a reaction that proceeds through a free radical mechanism.,"Chain initiation step.
Chain termination step",Chemistry,1,NY,NY,NY
No,,Give any two reaction steps that can be considered to be chain termination steps of the chlorination of methane to chloromethane in the presence of UV light.,"Chlorine radical + chlorine radical to give chlorine molecule
$$
\mathrm{Cl}+\mathrm{Cl} \rightarrow \mathrm{Cl}_{2}
$$
Methyl radical + chlorine radical to give methyl chloride.
$\mathrm{CH}_{3}+\mathrm{Cl} \rightarrow \mathrm{CH}_{3} \mathrm{Cl}$
Methyl radical + methyl radical to give ethane.
$\mathrm{CH}_{3}+\mathrm{CH}_{3} \rightarrow \mathrm{CH}_{3} \mathrm{CH}_{3}$.",Chemistry,1,NY,NY,NY
No,,Give any two reaction steps that may be considered as chain propagation steps in the chlorination of methane to chloromethane in the presence of UV light.,"Methane molecule + chlorine radical to give methyl radical and $\mathrm{HCl}$
$$
\mathrm{CH}_{4}+\mathrm{Cl} \rightarrow \mathrm{CH}_{3}+\mathrm{HCl}
$$
Methyl radical + chlorine molecule to give chloromethane and chlorine radical.
$$
\mathrm{CH}_{3}+\mathrm{Cl}_{2} \rightarrow \mathrm{CH}_{3} \mathrm{Cl}+\quad \mathrm{Cl}
$$",Chemistry,1,NY,NY,NY
Yes,Solve the equation for $\mathrm{x}$,$27^{x}=9^{x-1}$,"$\quad x=-2 \quad[3 \mathrm{x}=2(\mathrm{x}-1), \mathrm{x}=-2]$",Mathematics,1,NY,NY,NY
Yes,Solve the equation for $\mathrm{x}$,$8^{x}=4^{2 x-1}$,"$\quad \mathrm{x}=2$
$[3 x=2(2 x-1), 3 x=4 x-2, x=2]$",Mathematics,1,NY,NY,NY
Yes,Solve the equation for $\mathrm{x}$,$25^{2 \mathrm{x}}=125^{\mathrm{x}+1}$,"$$
\mathrm{x}=3
$$$$
[2(2 x)=3(x+1), 4 x=3 x+3, x=3]
$$",Mathematics,1,NY,NY,NY
No,,What name is given to a cluster of thin even sized roots that develop from the base of a stem?,Fibrous roots,Biology,1,NY,NY,NY
No,,What name is given to the technique whereby a dormant bud from one plant is attached to another plant with a well-established root system?,Grafting $\backslash$ Budding,Biology,1,NY,NY,NY
No,,"In grafting, what name is given to the upper part of the graft which becomes the top of the plant?",Scion,Biology,1,NY,NY,NY
